czone,czname,kfr_pooled_pooled_p25,emp_ch,wage_ch,bartikInst
27902,York,.52698785,.00036937042,.039962079,.0029819258
27903,Grand Island,.47794193,.013190155,.029238814,.0050090756
28001,Sioux City,.4561097,.0042684362,.025005201,.0029833289
28002,West Point,.53360039,.00035505288,.0352793,.0034460598
28101,Lincoln,.45488384,.0086724665,.021162096,.0053854184
28102,Nebraska City,.51779264,.0003693715,.039962079,.0029821217
28201,Red Oak,.48527065,-.0013072874,.030239623,.0021675632
28202,Omaha,.42301986,.012860242,.025397372,.0034835727
28301,Sterling,.48987713,.010938439,.02896522,.0075456388
28302,Ogallala,.50699586,.0031975252,.023497747,.0053382814
28303,Oshkosh,.5366118,-.0014911039,.040867016,.006967633
28304,Valentine,.49646083,-.00060050341,.035368543,.006415545
28305,Broken Bow,.56752497,.012574369,.028660743,.0049815639
28306,North Platte,.47400174,.0023867772,.019368855,.0045641353
28401,Colorado Springs,.41355383,.011755529,.021812944,.0051841866
28402,Limon,.46243462,.01093844,.02896522,.0075456472
28501,Springfield,.51721311,-.0074704248,.0283307,.0090514543
28502,Pueblo,.39263743,.0058701457,.029660733,.0087779891
28503,Trinidad,.43562752,-.0074704229,.0283307,.0090510026
28504,Burlington,.51714063,.01093844,.02896522,.0075456458
28601,Oberlin,.54567087,-.00012517163,.0271133,.0089593418
28602,Norton,.51233673,-.00012517053,.027113302,.0089593381
28603,Phillipsburg,.52972507,-.00012516858,.027113302,.0089593763
28604,Colby,.52560705,-.0001251698,.027113302,.0089594293
28605,Goodland,.51560783,-.0001251698,.027113302,.0089593567
28606,Wano,.54947913,.00091291987,.023772223,.0071429028
28607,McCook,.53182739,.0023867781,.019368855,.0045642336
28608,Kearney,.51304454,.0080733234,.032665316,.0038134207
28609,Lexington,.48292592,.0039400607,.023255765,.0043260301
28701,Salida,.46553269,-.0011901226,.016437039,.0067826598
28702,Glenwood Springs,.46094579,.0086415997,.024371291,.0080376631
28703,Granby,.50797695,.0070744129,.025248107,.0083084311
28704,Laramie,.47756189,.018297447,.041401949,.0079920609
28800,Fort Collins,.44624883,.023243934,.025091188,.0035016418
28900,Denver,.42096737,.011165545,.022692693,.004741882
29001,Pratt,.48084122,.0047985283,.028283851,.0073784702
29002,Coldwater,.47079998,.0047985283,.028283849,.0073788748
29003,Dodge City,.42931879,.0056606974,.031961448,.0071393349
29004,Great Bend,.4671475,.0047985283,.028283851,.0073777507
29005,Hutchinson,.43046308,-.0029150567,.034431715,.0049794246
29006,Hays,.52371258,-.00012516971,.027113302,.0089596044
29007,Township 11,.49620897,-.0001251709,.027113302,.0089593595
29008,Center,.50521803,.0056606969,.031961448,.0071392069
29101,Concordia,.51069856,.00075760979,.03758667,.0053544366
29102,Superior,.5596723,.0038433073,.036510512,.0033385595
29103,Beloit,.51233119,.00041537761,.033816893,.0067519466
29104,Salina,.43126309,.00075761159,.03758667,.005354139
29201,Hiawatha,.53304869,.0082581677,.042915318,.0048917318
29202,Marysville,.53592455,.0041285898,.042194266,.0065045105
29203,Manhattan,.43668637,.0060625728,.044829208,.0071657826
29204,Topeka,.41505355,.0052459487,.029997174,.0050197123
29301,Wichita,.40191689,.0058496632,.021877693,.0036462706
29302,Newton,.45601967,.0053976113,.034425128,.0033525375
29303,Winfield,.43801913,-.0087552182,.028219566,.0019352307
29401,Ottawa,.42690039,-.0062140245,.028508458,.0024643776
29402,Emporia,.44238353,-.0026323737,.028460069,.0032104722
29403,Bartlesville,.42599168,-.0018267283,.029833348,.0024865624
29501,Leavenworth,.40165544,.0082581686,.042915318,.0048915041
29502,Kansas City,.39584792,.0089506796,.02192641,.0029615699
29503,St. Joseph,.41223198,.0036510346,.024277484,.0043089166
29504,Sedalia,.42081699,-.0013001002,.027536154,.0028674591
29505,Polk,.49311918,.00086172373,.029316777,.0025144124
29506,Bethany,.46454835,.00086172501,.029316777,.0025142641
29601,Columbia,.41842926,.0092264982,.032475572,.0062582972
29602,Eldon,.41555491,.0036521258,.021906072,.0035071129
29700,Springfield,.40762183,.0064375168,.022061402,.0037131247
29800,Aurora,.41621763,.0062183845,.026643718,.0034547509
29901,Joplin,.41499656,.0019637309,.030574959,.001248076
29902,Center,.42077512,-.0026253469,.035035696,.0027736025
30000,Russellville,.40430772,.0057352623,.027229976,.0013448636
30100,Fort Smith,.40029109,.0013077876,.029092606,.0032227794
30200,Muskogee,.38502187,.0041538137,.028046126,.0044701132
30300,Fayetteville,.41823745,.032233495,.04082343,.0034778847
30401,Stillwater,.44562653,.0068656653,.033423029,.0065959725
30402,Tulsa,.40488738,.009210974,.028128395,.0042678835
30403,Okmulgee,.40499455,.0045269285,.029630229,.0049018953
30501,Woodward,.47931525,.0037517322,.046212398,.011449386
30502,Enid,.45461047,.0092863385,.036646433,.009922836
30601,El Paso,.41951486,.031606045,.030684961,.0048991139
30602,Alamogordo,.40234965,.012537614,.025732899,.0084112296
30603,Truth or Consequences,.39932853,-.0086906189,.026754474,.01118662
30604,Deming,.39186835,-.0086906198,.026754474,.011184662
30605,Van Horn,.46525061,.022274256,.05868791,.01431998
30701,Roswell,.43509063,.018039167,.038116738,.012215495
30702,Santa Rosa,.41440681,.0051679797,.035064425,.010014998
30801,Hobbs,.46463659,.017398043,.0530902,.015025491
30802,Lubbock,.40190315,.01117456,.025762597,.0083467737
30901,Clovis,.41749358,.0066149193,.038491245,.0085367495
30902,Littlefield,.43313617,.0027534035,.035390753,.010665645
30903,Amarillo,.4106006,.020854691,.031479087,.0076749907
30904,Pampa,.46681565,.0058113169,.038699415,.010084638
30905,Wellington,.47989678,.0058113183,.038699415,.010085982
30906,Memphis,.44821167,.0058113202,.038699415,.01008596
30907,Matador,.4112435,.0015288536,.033682238,.010898335
30908,Plainview,.40968731,.0022213601,.034678239,.010766265
31001,Garden City,.41684321,.0056606964,.031961448,.0071393657
31002,Ulysses,.48142654,.0056606978,.031961448,.0071392418
31003,Scott City,.51672453,.0056606974,.031961448,.0071392185
31004,Liberal,.43350518,.0053257844,.034343805,.0078954538
31005,Perryton,.51293391,.0058113178,.038699415,.010085736
31006,Guymon,.46958926,.0041719065,.043714944,.010816176
31007,Dumas,.45223665,.0058113178,.038699415,.010085336
31101,Victoria,.44609863,.0085461885,.026833,.0057328455
31102,La Grange,.45077619,.011724582,.028560456,.0052038897
31103,Gonzales,.4226504,.017116496,.038210824,.0068295342
31201,Austin,.4034225,.033262335,.024304477,.0018737274
31202,Burnet,.41489741,.011659949,.033890106,.0044943704
31301,San Antonio,.40226293,.02831791,.029781329,.007996697
31302,Beeville,.43647662,.010567959,.039615761,.012390538
31303,Kerrville,.42812791,.024696114,.041478347,.0084979087
31304,Mason,.5217182,.0066626854,.040769506,.01168157
31401,Midland,.48847458,.029453229,.036538631,.014153566
31402,Pecos,.51074243,.022274258,.05868791,.014319921
31403,Fort Stockton,.50078553,.019114694,.05543761,.013785815
31404,Alpine,.46367511,.022274256,.05868791,.014319948
31501,Crystal City,.43835399,.01651863,.033329614,.0088475738
31502,Pearsall,.42574391,.022868667,.040426634,.0085757123
31503,Laredo,.41720003,.053661115,.028629765,.0090597989
31600,Brownsville,.432051,.04654013,.034589268,.0076476261
31700,Corpus Christi,.42872402,.010773731,.027480878,.011834757
31800,College Station,.40670633,.022605795,.032014567,.0092258761
31900,Pearland,.44338971,.031271048,.038150631,.0048723407
32000,Houston,.42101571,.032545153,.024474269,.0068466701
32100,Beaumont,.41263023,.0071173166,.031803083,.008476045
32201,Huntsville,.40288299,.0071660625,.025953474,.0053568278
32202,Nacogdoches,.40325108,.0077822772,.024976442,.0039958032
32301,San Angelo,.41653565,.012812879,.025276028,.0083929794
32302,Brady,.44689834,.0066626826,.040769506,.011681286
32303,Junction,.38360339,.0066626817,.040769506,.011681527
32304,Uvalde,.43226659,.015232485,.034043316,.0092173489
32305,Del Rio,.45477036,.016652744,.03394397,.0089752646
32306,Eagle Pass,.45268077,.01651863,.033329614,.0088479826
32401,Big Spring,.45235023,.0066626826,.040769506,.011680852
32402,Sweetwater,.43004957,-.0029462292,.036647171,.0089098029
32403,Snyder,.46391243,-.0029462264,.036647171,.0089097461
32501,Abilene,.42888176,.0057913894,.033510942,.0086235981
32502,Childress,.41886374,.0054598227,.038176287,.0094283251
32503,Haskell,.466039,.00012434261,.036199022,.0087086083
32601,Wichita Falls,.41620049,-.0024329836,.030798431,.0064944401
32602,Graham,.46764973,.0037169599,.03628657,.0070522409
32603,Seymour,.48029259,.0041281907,.036201365,.0069376207
32604,Vernon,.41083634,.0041281884,.036201365,.0069378079
32701,Brownwood,.42745441,.011659949,.033890106,.0044944203
32702,Stephenville,.45419684,.014317419,.034055017,.0051542353
32801,Waco,.37869695,.010535984,.019217815,.0051246202
32802,Corsicana,.40470043,.013490195,.023182051,.0039718426
32900,Killeen,.38723722,.016589668,.03592661,.0052781831
33000,Fort Worth,.40652201,.020459274,.021640593,.0030945921
33100,Dallas,.38960955,.023067243,.017354386,.0020392595
33200,Paris,.40002328,.0083109476,.024814812,.003199744
33300,Tyler,.40703982,.014719533,.032723349,.0057221055
33400,Longview,.41080168,.012323387,.027742662,.005263037
33500,Texarkana,.38203236,.0046349266,.02764431,.0050599123
33601,Lawton,.4171482,.0098544061,.045971517,.0071772817
33602,Altus,.42100772,.0027986041,.053383458,.012273494
33603,Frederick,.42467618,.0098544052,.045971517,.0071769315
33700,Ardmore,.42705733,.013075097,.044292491,.0059707961
33801,Elk City,.47630611,.0027986029,.053383458,.012273565
33802,Chickasha,.42837253,.015094704,.044411141,.0048227343
33803,Oklahoma City,.40729392,.013296323,.030341789,.0073255636
33901,Ada,.42310688,.011540566,.041954599,.0060284566
33902,Sherman,.4029645,.0086077824,.028621366,.0020882909
34001,Hot Springs,.38090056,-.0016113833,.017928708,.0027273679
34002,Idabel,.40894359,.00061116734,.031710371,.0039974367
34201,Havre,.43649089,.0060316352,.046572946,.010042065
34202,Shelby,.46621329,.0060316324,.046572946,.010042056
34203,Great Falls,.45015115,.0060316343,.046572946,.010042634
34204,Lewistown,.48353907,.0043980037,.054005586,.0079744412
34301,Cody,.50590253,.020601293,.044810168,.0086832801
34302,Worland,.49128303,.022646189,.051295567,.0098098684
34303,Riverton,.47711483,.018887915,.05055486,.010620525
34304,Sheridan,.48457015,.018087143,.053146813,.0093525574
34305,Miles City,.49310112,.0043980028,.054005586,.0079744561
34306,Jordan,.41269085,.0043980028,.054005586,.0079740519
34307,Colstrip,.43716413,.0043980028,.054005586,.0079744291
34308,Billings,.46517372,.017114557,.037065137,.0071956371
34309,Harlowton,.49084038,.013913576,.052118629,.0071426616
34401,Dillon,.48787847,.023619279,.049079776,.0062948731
34402,Bozeman,.47715378,.022976758,.049302306,.0063535539
34403,Helena,.44958833,.013341248,.045383405,.0080536623
34404,Butte-Silver Bow,.4564189,.013341249,.045383405,.0080541894
34501,Bonners Ferry,.47901043,.0200684,.03901485,.0028783537
34502,Libby,.46058491,.010719231,.027415479,.0027842813
34503,Kalispell,.44962242,.010719229,.027415479,.0027853493
34504,Missoula,.4566583,.010577848,.036164351,.0065456089
34601,Gillette,.52215475,.022646189,.051295567,.0098111667
34602,Rawlins,.44520208,.018887915,.05055486,.010620045
34603,Casper,.48403326,.019490622,.050684649,.010491637
34604,Lusk,.554757,.022646187,.051295567,.0098094409
34801,Las Vegas,.39496824,.005062005,.034830134,.010130656
34802,Santa Fe,.40182486,.005755417,.02801314,.009690892
34803,Tucumcari,.40452081,.0067390003,.038489416,.0082974741
34804,Clayton,.45050743,.0067389994,.038489416,.0082974052
34805,Alamosa,.42444149,-.0070546484,.028483024,.0090289908
34901,Albuquerque,.38697663,.018946156,.026954804,.0078146616
34902,Socorro,.37709114,-.0086906189,.026754474,.011186294
35001,Phoenix,.39736179,.025178313,.019611273,.0041950853
35002,Safford,.41557229,.012954602,.031831145,.010557597
35100,Tucson,.38673782,.012681386,.023530526,.009912678
35201,Grand Junction,.45315927,.020648252,.041940462,.0082077831
35202,Gunnison,.48538941,.0070744101,.025248107,.0083083622
35300,Farmington,.42172202,.019353125,.043279875,.011043689
35401,Flagstaff,.42097917,.012511664,.025133051,.010285116
35402,Cortez,.43761691,.016915452,.036679249,.0084253866
35500,Gallup,.36238307,.010693753,.028786182,.0095162205
35701,Twin Falls,.45051315,.01363254,.02766942,.0049710418
35702,Burley,.4582226,.013632541,.02766942,.0049712802
35801,Boise City,.42563751,.016936535,.017887447,.0010502564
35802,Ontario,.42836729,-.0050483863,.022103107,.0041610501
35803,McCall,.4780921,-.0034362911,.022700768,.0036304193
35901,St. George,.46677437,.027655076,.032462426,.0054734051
35902,Price,.46205398,.025841288,.034561023,.0083091725
35903,Moab,.46466205,.0246753,.037067339,.010133825
35904,Richfield,.49538562,.027655076,.032462426,.0054680472
35905,Loa,.52608073,.027655078,.032462426,.005466897
36000,Provo,.49101359,.03438687,.032527339,.0048186695
36100,Salt Lake City,.45658013,.017563283,.023518873,.0048238896
36200,Logan,.49275151,.02501172,.027711179,.0037894617
36301,Pocatello,.45771,.012618008,.023776708,.0058784401
36302,Salmon,.48214191,.019634299,.024312088,.0070357337
36303,Jackson,.52455878,.01967578,.038155179,.0079253148
36401,Steamboat Springs,.47408918,.012321764,.022580968,.0074111051
36402,Vernal,.532736,.024675298,.037067339,.010134592
36403,Soda Springs,.52759331,.0044373414,.022479067,.0045209099
36404,Rock Springs,.49400112,.019893425,.041964345,.0081066042
36501,Klamath Falls,.42861494,-.0070847939,.028238496,.0084569789
36502,Burns,.41820726,-.0067824312,.021531284,.0047328221
36503,Lakeview,.46072003,-.0067824307,.021531284,.0047328235
36600,Redding,.42102492,.0053713024,.023710789,.0089690471
36700,Eureka,.40142035,.0085384911,.028956968,.0095045976
36800,Medford,.41182685,.0020973664,.01487521,.004893044
36901,Crescent City,.40080529,-.0057863425,.026260382,.0089833736
36902,Roseburg,.4063541,-.0093196472,.019651204,.0038728192
37000,Modesto,.41719717,.017186515,.019706318,.0069105737
37100,Bakersfield,.42490527,.037095331,.025259577,.012649228
37200,Fresno,.39490327,.026185483,.026065975,.0080916146
37300,Chico,.42052737,.0091922432,.025859807,.0087014334
37400,Sacramento,.42608932,.012008062,.020649567,.0062342007
37500,San Jose,.44851467,-.00001187773,.019695399,.00051729975
37601,Elko,.46147412,.011834848,.027488267,.0092111891
37602,Winnemucca,.45054859,.01183485,.027488267,.0092029516
37603,Portola,.4366622,-.0058007487,.02427702,.006520635
37604,Reno,.40631282,.011639433,.017694376,.0053169597
37700,Santa Rosa,.43438828,-.0010159697,.02002643,.0069310381
37800,San Francisco,.45661709,.0022684243,.023119168,.006024437
37901,Las Vegas,.3888357,.032901268,.017357595,.0070209652
37902,Reno,.39085469,.011834848,.027488267,.0091994386
37903,Mammoth Lakes,.45313138,.0026097582,.023812611,.010036793
38000,San Diego,.42578489,.0095769549,.031064549,.0073789353
38100,Yuma,.37169015,.036762517,.027966237,.0095694913
38200,Santa Barbara,.43752918,.006352962,.028053656,.0097860163
38300,Los Angeles,.43081647,.015255909,.020530665,.0050688316
38401,Lewiston,.4431375,.0045506498,.027238073,.0065692537
38402,Pullman,.47866714,.0049414691,.030945098,.007469872
38501,Moses Lake,.43490905,.017164344,.037028063,.0072275451
38502,Wenatchee,.43832988,.014020276,.030418411,.0085341586
38601,Spokane,.43326259,.012785737,.030965131,.0050340225
38602,Colville,.44289398,.015671784,.033781365,.0078472821
38700,Longview,.41047683,-.0013289812,.02146057,.0026510386
38801,Portland,.41930911,.0079077045,.019872345,.0023615099
38802,The Dalles,.43181947,-.001465133,.025041694,.002729499
38901,Eugene,.40773392,-.00036193855,.019630075,.0037064252
38902,Newport,.41064492,-.0030221066,.021634748,.0045272969
39000,Yakima,.41447851,.018349681,.024178868,.0063282535
39100,Kennewick,.42632243,.020184338,.033151351,.0081484905
39201,La Grande,.44197145,.00072239217,.028137265,.0066367416
39202,Enterprise,.47917965,.00072239066,.028137265,.0066365167
39203,Bend,.42333245,.017163459,.018232686,.0043012947
39204,Condon,.46747366,-.0015313894,.025686791,.0037283767
39205,John Day,.46953231,-.0015313906,.025686791,.0037283709
39301,Friday Harbor,.45648241,.013030637,.031569742,.0073414431
39302,Bellingham,.44325727,.018865284,.032615654,.0064474517
39303,Port Angeles,.4221698,.0063617611,.019707905,.0068442132
39400,Seattle,.43866304,.010447645,.029286042,.006164534
