ind,alpha1,beta2,indshare2,indshare_sd2,G2,G1,agg_beta,agg_indshare,agg_indshare_sd,agg_g,ind_name,_merge
633,-.003088102908805,.0087814424186945,-.0000189469592442,-9.32951843424e-06,.0000846110197017,-.027399028,-2.8436365,.0061354688,.0030211164,-.027399028,"Radio, TV, and computer stores",matched (3)
20,-.0031655062921345,-.0597554929554462,-.0000181616251211,-6.97430914443e-06,-.0001447440154152,.045725394,18.877073,.0057373522,.0022032207,.04572539,Landscaping,matched (3)
172,-.0032625624444336,.0374061837792397,-.0000349293295585,-.0000176749636012,.0001062152296072,-.03255577,-11.465278,.010706103,.0054175095,-.03255577,"Printing/publishing,",matched (3)
832,-.00384078361094,.052023995667696,-.0000481994211441,-.0000229472334468,-.0000633207091596,.016486404,-13.545152,.012549371,.0059746229,.016486404,Nursing,matched (3)
702,-.003964766394347,.0131394267082214,-.0000271383469226,-.0000158511593327,.0000297961578326,-.0075152367,-3.3140481,.0068448791,.0039980058,-.0075152367,"Credit agencies, n.e.c.",matched (3)
820,-.0041446322575212,-.0064304163679481,-.0000197325516638,-4.15421754951e-06,-.0000889602524694,.021463968,1.5515047,.0047609899,.0010023128,.021463968,Offices and clinics of dentists,matched (3)
40,-.0042386157438159,.0090535394847393,-7.54130439873e-07,-6.38589062874e-06,-.0004537990607787,.10706303,-2.1359661,.00017791904,.0015065982,.10706303,Metal mining,matched (3)
391,-.0050706677138805,-.006325613707304,-.0000186495472008,-.0000134099218485,-.0000810295387055,.015980054,1.2474912,.0036779272,.0026446066,.015980054,Miscellaneous manufacturing industries,matched (3)
800,-.00685263145715,-.0038627635221928,-.0000139345265779,-.0000224180712394,-.0001548513682792,.022597358,.56369054,.0020334562,.0032714545,.022597358,Theaters,matched (3)
552,-.0080924611538649,-.0287929754704237,-.0000113382184281,-8.96148958418e-06,.0002557886473369,-.031608265,3.5579998,.0014010841,.0011073874,-.031608265,Petroleum products,matched (3)
10,-.0082239657640457,.1190636530518532,-.0000657141936244,-.0001041837458615,-.0001187729722005,.014442299,-14.477645,.0079905726,.01266831,.014442299,"Agricultural production, crops",matched (3)
452,-.008300025947392,-.0018751383759081,-3.39455414178e-06,-4.74590751764e-06,-.0010633243946359,.12811098,.22591957,.00040898114,.00057179428,.12811098,"Electric and gas, and other combinations",matched (3)
870,-.0083810752257705,.0103875352069736,-.0000314105855068,-.0000124731341202,-.0004534578765742,.054104976,-1.2394036,.003747799,.0014882499,.054104976,"Residential care facilities, without nursing",matched (3)
372,-.0100013306364417,-.012220773845911,-.0000376601165044,-.0000282116288872,-.0002372947637923,.02372632,1.2219148,.0037655106,.0028207875,.02372632,"Medical, dental, and optical instruments and supplies",matched (3)
421,-.0113584473729134,.0422052331268787,-.0000538978383702,-.0000502247930854,.0002539578999858,-.022358505,-3.7157571,.0047451765,.0044218008,-.022358505,Air transportation,matched (3)
60,-.0133017282932997,-.0097414832562208,-.000952007016167,-.0001742704771459,.0000466724741273,-.0035087527,.73234719,.071570173,.013101341,-.0035087527,All construction ,matched (3)
871,-.0144678866490722,.0704263225197792,-.0000734634231776,-.0000310366340273,-.0017062751576304,.11793534,-4.8677683,.0050776885,.0021452087,.11793534,"Social services, n.e.c.",matched (3)
192,-.0147250089794397,.0156055297702551,-.0000657615382806,-.0000971255649347,.0003289638261776,-.022340484,-1.0597976,.0044659763,.0065959594,-.022340484,Industrial and miscellaneous chemicals,matched (3)
362,-.0203734114766121,-.0210742373019457,-.0000384265331377,-.0000729050952941,-.001180233201012,.057930075,1.034399,.0018861119,.0035784431,.057930071,Guided Missiles,matched (3)
441,-.0246709994971752,.0098455222323537,-.0002755314053502,-.0001580528041814,.0005542282597162,-.022464767,-.39907271,.01116823,.0064064208,-.022464767,Telephone communications,matched (3)
